Test Accuracy : 0.6626
-----------------------------------------------------------
Predicted_Labels || Actual_Labels || Sentence1 || Sentence1
contradiction || entailment || a young girl in a pink bikini jumps into the air on a sandy beach by the ocean, as two other children play in the sand. || the girl in wearing a bathing suit.
contradiction || contradiction || a young girl in a pink bikini jumps into the air on a sandy beach by the ocean, as two other children play in the sand. || there are no children present.
contradiction || entailment || a shirt booth with a man printing a shirt. || the man is printing a shirt.
contradiction || neutral || a shirt booth with a man printing a shirt. || the shirt is blue with black lettering.
neutral || contradiction || a shirt booth with a man printing a shirt. || the man is printing some pants.
entailment || entailment || a young woman is about to descend the stairs into a metro station. || a young lady is outside the train station
neutral || neutral || a young woman is about to descend the stairs into a metro station. || a lady is walking to her train
contradiction || contradiction || a young woman is about to descend the stairs into a metro station. || a lady is taking a bus
neutral || contradiction || three people hiking up a mountain with a river and other mountains in the background. || a bartender taps a keg.
neutral || neutral || three people hiking up a mountain with a river and other mountains in the background. || three friends hiking the appalachain trail.
entailment || entailment || three people hiking up a mountain with a river and other mountains in the background. || hikers in the mountains.
contradiction || neutral || child getting ready to go down a slide. || the child will go down the slide.
contradiction || entailment || child getting ready to go down a slide. || the child is at the top of the slide.
entailment || contradiction || child getting ready to go down a slide. || the child is on a swing.
neutral || neutral || a person is holding a shovel between a truck and a cloud of dust. || the person wants to dig for something that is buried.
contradiction || contradiction || a woman wearing a blue and orange coat is sitting outside on a bench in front of a red background. || the woman is wearing a purple coat.
contradiction || entailment || a woman wearing a blue and orange coat is sitting outside on a bench in front of a red background. || the woman wearing the coat is relaxing.
neutral || neutral || a woman wearing a blue and orange coat is sitting outside on a bench in front of a red background. || the woman is waiting for someone to show up.
neutral || entailment || a crowd is standing and cheering at a football game. || the crowd cheers.
neutral || neutral || a crowd is standing and cheering at a football game. || the crowd knows their team will win.
contradiction || contradiction || a crowd is standing and cheering at a football game. || a woman takes a nap.
contradiction || contradiction || a caucasian woman stands with her back to the camera while completing a transaction at an atm machine. || the woman is sitting on the back porch.
entailment || entailment || a caucasian woman stands with her back to the camera while completing a transaction at an atm machine. || the white woman is using an atm machine.
neutral || neutral || a caucasian woman stands with her back to the camera while completing a transaction at an atm machine. || the woman is withdrawing money.
entailment || entailment || a dog jumping over a beam || an animal is jumping.
entailment || neutral || a dog jumping over a beam || an animal is outdoors.
entailment || contradiction || a dog jumping over a beam || an animal is lying down.
entailment || entailment || a road worker is holding a stop sign to direct traffic. || traffic is being directed by a road worker.
entailment || neutral || a road worker is holding a stop sign to direct traffic. || construction is being done on the road.
contradiction || contradiction || a road worker is holding a stop sign to direct traffic. || a road worker is holding a shotgun to direct traffic.
neutral || neutral || one child in black is walking down a hill covered in white snow while 2 children are on their knees. || the children are enjoying a surprise snowday off from school in the middle of april
contradiction || contradiction || one child in black is walking down a hill covered in white snow while 2 children are on their knees. || the children are eating pb&j sandwiches inside their kitchen.
entailment || entailment || one child in black is walking down a hill covered in white snow while 2 children are on their knees. || there are three children in this picture, and they are all outside.
entailment || contradiction || a man in a red headband an shirt is standing in front of a display case. || man is a girl
entailment || entailment || a man in a red headband an shirt is standing in front of a display case. || man standing in front of case
entailment || entailment || a man in a red headband an shirt is standing in front of a display case. || man has a shirt on
contradiction || contradiction || in this picture it appears that a man is falling off a bull while attempting to ride the animal. || the man is at home sleeping
contradiction || entailment || in this picture it appears that a man is falling off a bull while attempting to ride the animal. || a man falls from a bull
neutral || neutral || in this picture it appears that a man is falling off a bull while attempting to ride the animal. || the man is a farmer
entailment || contradiction || a dog with a collar on lying on the street. || the dog is standing on two legs.
entailment || entailment || a dog with a collar on lying on the street. || there is an animal outdoors.
neutral || neutral || a dog with a collar on lying on the street. || the dog was just hit by a car and is lying in the street.
entailment || entailment || a person in a green robe sits on a couch with a blanket. || a person in a robe sits on a couch
contradiction || neutral || a person in a green robe sits on a couch with a blanket. || a man sits on a couch
contradiction || contradiction || a person in a green robe sits on a couch with a blanket. || a person in a suit is eating dinner
entailment || neutral || a woman wearing sunglasses. || a woman is looking at somebody.
entailment || contradiction || a woman wearing sunglasses. || a woman is speaking latin.
entailment || entailment || a woman wearing sunglasses. || a woman is wearing a pair of sunglasses.
contradiction || entailment || a man wearing a long brown robe is playing the guitar while another person is sitting at the drums and yet another is wearing a long gray robe and singing. || the robe is brown.
contradiction || contradiction || a man wearing a long brown robe is playing the guitar while another person is sitting at the drums and yet another is wearing a long gray robe and singing. || the robe is black.
neutral || neutral || a man wearing a long brown robe is playing the guitar while another person is sitting at the drums and yet another is wearing a long gray robe and singing. || the man is a great guitar player.
entailment || entailment || a man sitting on an elephant with a riding seat is talking to a female tourist. || a person riding a large animal.
contradiction || contradiction || a man sitting on an elephant with a riding seat is talking to a female tourist. || a man sitting on a camel.
contradiction || neutral || a man sitting on an elephant with a riding seat is talking to a female tourist. || an old asian man riding a baby elephant.
entailment || entailment || a snowboarder dressed in yellow snow pants and a helmet catches some air on fresh powder. || a snowboarder is dressed up.
contradiction || contradiction || a snowboarder dressed in yellow snow pants and a helmet catches some air on fresh powder. || a snowboarder is sleep.
entailment || entailment || a snowboarder dressed in yellow snow pants and a helmet catches some air on fresh powder. || a snowboarder is going snowboarding
entailment || contradiction || a female bicyclist wearing black, and having four number 9's printed on her limbs on a bike. || a woman is riding a skateboard.
contradiction || entailment || a female bicyclist wearing black, and having four number 9's printed on her limbs on a bike. || a woman riding a bike.
contradiction || neutral || a female bicyclist wearing black, and having four number 9's printed on her limbs on a bike. || a woman riding a bike in a race.
contradiction || contradiction || little girl is flipping an omelet in the kitchen. || a young girl cooks pancakes.
entailment || neutral || little girl is flipping an omelet in the kitchen. || a young girl in the kitchen makes spicy omelets.
neutral || entailment || little girl is flipping an omelet in the kitchen. || a young girl flips an omelet.
contradiction || contradiction || a girl sits at a table in front of a plate of food. || there is no food on the plate.
entailment || entailment || a girl sits at a table in front of a plate of food. || the girl is near food.
neutral || neutral || a girl sits at a table in front of a plate of food. || there is chinese food on the plate.
neutral || neutral || a boy posing on the soccer field. || the boy is on a soccer team.
contradiction || entailment || a boy posing on the soccer field. || the boy is on the field.
contradiction || contradiction || a boy posing on the soccer field. || the boy is on a baseball field.
entailment || entailment || a man painting a sign onto his food cart. || a man is working on a cart.
contradiction || contradiction || a man painting a sign onto his food cart. || everyone is in a restaurant.
neutral || entailment || a boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo. || a boy dressed for summer in a tight green shirt and kahki shorts
neutral || entailment || a boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo. || a boy dressed for summer in a green shirt and kahki shorts
contradiction || entailment || a boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo. || a boy alien dressed for summer in a green shirt and kahki shorts
contradiction || contradiction || a young man does tricks on his skateboard. || two girls sit quietly and sharpen knives for the sad work ahead.
contradiction || neutral || a young man does tricks on his skateboard. || a guy rolls forward.
entailment || entailment || a young man does tricks on his skateboard. || a youth engages in athleticism.
entailment || entailment || while traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket. || a woman rests on the shoulder of a man
entailment || contradiction || while traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket. || a man rests on a womans shoulder
contradiction || neutral || while traveling, a woman in a black jacket is resting on the shoulder of a man in a black jacket. || a man's wife lays on his shoulder
contradiction || contradiction || a baseball player in the act of pick up a baseball with his hand. || a basketball player dunking the ball.
entailment || entailment || a baseball player in the act of pick up a baseball with his hand. || a baseball player playing in a game.
contradiction || contradiction || a baseball player in the act of pick up a baseball with his hand. || a baseball player catching a baseball.
contradiction || neutral || a young boy in suspenders. || the boy's suspenders are blue.
contradiction || contradiction || a young boy in suspenders. || the boy is dressed in a formal suit.
neutral || entailment || a young boy in suspenders. || the boy has suspenders attached to his pants.
neutral || neutral || a black and white dog jumps up and down in the snow. || a dog wants back inside from the cold.
entailment || entailment || a black and white dog jumps up and down in the snow. || a dog plays in the winter.
contradiction || contradiction || a black and white dog jumps up and down in the snow. || a dog is warm in it's bed.
neutral || neutral || a man is standing in front of a temple while wearing a red hat and red shirt. || the man is going into the temple to pray.
entailment || entailment || a man is standing in front of a temple while wearing a red hat and red shirt. || the man is outside.
neutral || contradiction || many people on the beach holding a very large net. || the people are playing ice hockey on a pond as the snow begins to fall.
neutral || neutral || many people on the beach holding a very large net. || the people are a part of a native tribe mending their fishing nets.
entailment || entailment || many people on the beach holding a very large net. || there are many people in this picture, and they are all outside.
neutral || neutral || a group of girls in black and white spotted skirts cross a street. || a group of girls are walking to school.
entailment || entailment || a group of girls in black and white spotted skirts cross a street. || a group of girls are outside.
contradiction || contradiction || a group of girls in black and white spotted skirts cross a street. || a group of girls are sitting on a bench.
neutral || entailment || a child stuck up in a tree. || a tree has a child stuck up in it.
neutral || neutral || a child stuck up in a tree. || a child is stuck in a tree after trying to hide.
entailment || contradiction || a child stuck up in a tree. || a man is sawing down a telephone pole.
entailment || entailment || a person wearing a blue backpack stands on a field above a scenic view. || the person is outdoors.
entailment || contradiction || a person wearing a blue backpack stands on a field above a scenic view. || the person is indoors.
neutral || neutral || a person wearing a blue backpack stands on a field above a scenic view. || the person is taking a nature hike.
entailment || entailment || a boy stands in the middle of a crowd of teenagers. || a person stands in the middle of a crowd of teenagers.
entailment || contradiction || a boy stands in the middle of a crowd of teenagers. || a girl stands in the middle of a crowd of teenagers.
neutral || neutral || a boy stands in the middle of a crowd of teenagers. || a sad boy stands in the middle of a crowd of teenagers.
neutral || entailment || a man and his camel in the dusty desert. || a man and his camel
neutral || contradiction || a man and his camel in the dusty desert. || the man and his goat in the farm
neutral || neutral || a man and his camel in the dusty desert. || the man is mexican
entailment || contradiction || a lab dog is standing on a fallen tree trunk with a guy in the background. || the animal is sitting under tree
entailment || contradiction || a lab dog is standing on a fallen tree trunk with a guy in the background. || there is a guy carrying his pet with him near fallen tree
entailment || entailment || a man in suit waiting for the green light. || a man waits at a red light.
neutral || neutral || a man in suit waiting for the green light. || a man is on his way to work.
contradiction || contradiction || a man in suit waiting for the green light. || a man ran a red light.
entailment || neutral || an officer in a black uniform and hat stands to the left of a large structure with other officers in the background. || a group of officers stand near a crime scene.
entailment || entailment || an officer in a black uniform and hat stands to the left of a large structure with other officers in the background. || a group of officers are standing.
neutral || contradiction || an officer in a black uniform and hat stands to the left of a large structure with other officers in the background. || an officer enjoys coffee in a shop.
contradiction || contradiction || a woman holding a newborn baby. || man runs fast
entailment || entailment || a woman holding a newborn baby. || woman holds baby
neutral || entailment || a woman holding a newborn baby. || woman holds her new baby
neutral || neutral || the small dog is running across the lawn. || a dog is chasing a ball.
contradiction || contradiction || the small dog is running across the lawn. || a cat is running up a tree.
entailment || entailment || the small dog is running across the lawn. || a mammal is running through the yard.
entailment || entailment || a dog is pulling a red sled across the snow. || a dog is pulling a sled.
entailment || neutral || a dog is pulling a red sled across the snow. || a dog is pulling a sled with bags.
contradiction || contradiction || a dog is pulling a red sled across the snow. || a cat is playing in the snow.
entailment || entailment || 3 people are shopping in a market. || there are people at a market.
neutral || neutral || 3 people are shopping in a market. || the three people are shopping for a party they are going to throw.
contradiction || contradiction || 3 people are shopping in a market. || the three people are watching television together.
contradiction || contradiction || a group of people are walking down a busy street. || a group of people are sitting in the library.
neutral || neutral || a group of people are walking down a busy street. || a group of people are going to work.
entailment || entailment || a group of people are walking down a busy street. || there are people walking.
contradiction || entailment || a half dressed man is sleeping on the sidewalk. || a man is asleep
contradiction || contradiction || a half dressed man is sleeping on the sidewalk. || a man is drinking coffee
neutral || neutral || a half dressed man is sleeping on the sidewalk. || a homeless man is sleeping outside
entailment || entailment || a woman rollerblader with knee and elbow pads and a helmet jumping into the air. || the woman is jumping
neutral || neutral || a woman rollerblader with knee and elbow pads and a helmet jumping into the air. || the woman is a professional skater
contradiction || contradiction || a woman rollerblader with knee and elbow pads and a helmet jumping into the air. || the woman is eating a hot dog
entailment || neutral || a group of young men in a gym take turns scoring in basketball. || guys are playing shirts vs skins.
entailment || contradiction || a group of young men in a gym take turns scoring in basketball. || guys are sitting in a meeting.
entailment || entailment || a group of young men in a gym take turns scoring in basketball. || guys are indoors.
neutral || entailment || a barber in a sports themed barber shop waits for his next customer to arrive. || a barber waits for business.
contradiction || contradiction || a barber in a sports themed barber shop waits for his next customer to arrive. || a barber is closing his door.
neutral || neutral || a barber in a sports themed barber shop waits for his next customer to arrive. || a barber in a sports shop waits eagerly for business.
entailment || entailment || two women stand in a kitchen and wipe down trays || two women stand in a kitchen.
contradiction || contradiction || two women stand in a kitchen and wipe down trays || two women are having tea.
entailment || entailment || two women stand in a kitchen and wipe down trays || two women are doing dishes.
entailment || entailment || the man in black is flying off the full in front of a red fence. || the man is next to the fence.
neutral || neutral || the man in black is flying off the full in front of a red fence. || the man wearing black pants and a black jacket is in front of the fence.
entailment || contradiction || the man in black is flying off the full in front of a red fence. || a man wearing pink is next to the blue fence.
contradiction || contradiction || swimming in the wide blue ocean. || the ocean swims in the blue wideness.
neutral || neutral || swimming in the wide blue ocean. || it is the backstroke.
entailment || entailment || swimming in the wide blue ocean. || some is staying afloat and moving in water.
entailment || entailment || a bird is perched on a tree branch. || a bird is perching in a tree.
contradiction || contradiction || a bird is perched on a tree branch. || a squirrel plays in a tree.
neutral || neutral || a bird is perched on a tree branch. || an owl is perched on a tree branch.
contradiction || entailment || a young man sitting under a tree while others walk down the street. || a young man is sitting down.
entailment || neutral || a young man sitting under a tree while others walk down the street. || a young man is resting.
contradiction || contradiction || a young man sitting under a tree while others walk down the street. || a young man is playing basketball.
contradiction || contradiction || three children in a black dog kennel. || there are dogs in the kennel.
neutral || neutral || three children in a black dog kennel. || the kids are being punished.
entailment || neutral || three children in a black dog kennel. || kids are in a cage.
neutral || neutral || a girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair. || the three best friends just got finished playing a game of musical chairs.
entailment || entailment || a girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair. || two girls are standing next to a girl who is sitting.
neutral || contradiction || a girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair. || the three girls are arm wrestling in china town.
neutral || contradiction || by a table with several boxes and two coffee cups on it, a woman in a green sweater is opening a small box and another person (whose head cannot be seen) is operating a small handheld electronic device. || members of congress opening care packages.
contradiction || entailment || by a table with several boxes and two coffee cups on it, a woman in a green sweater is opening a small box and another person (whose head cannot be seen) is operating a small handheld electronic device. || a woman in green opening a box while a half concealed man manipulates a handheld device.
neutral || neutral || by a table with several boxes and two coffee cups on it, a woman in a green sweater is opening a small box and another person (whose head cannot be seen) is operating a small handheld electronic device. || a woman opening boxes while her colleague checks a shipping manifest.
entailment || entailment || two people using a water buffalo to cultivate a watery field. || two people are outside with animals.
contradiction || contradiction || two people using a water buffalo to cultivate a watery field. || two people are swimming at the gym.
neutral || entailment || two people using a water buffalo to cultivate a watery field. || a couple is farming with their pet buffalo.
contradiction || contradiction || two women are laughing and smiling while they eat a meal together. || the boys had sandwiches.
contradiction || neutral || two women are laughing and smiling while they eat a meal together. || lilly and sally were laughing while eating lunch.
contradiction || neutral || two women are laughing and smiling while they eat a meal together. || lilly and sally were eating lunch.
neutral || neutral || people stand along a train track and take pictures. || photographers take photos of the scene after a train accident.
neutral || neutral || people stand along a train track and take pictures. || some people are walking to the train station.
entailment || entailment || people stand along a train track and take pictures. || some people with cameras are standing on a train track.
entailment || contradiction || a city street with market vendors and children being pushed in strollers with a large cathedral in the background. || the cathedral is small.
contradiction || neutral || a city street with market vendors and children being pushed in strollers with a large cathedral in the background. || the children are bored.
entailment || entailment || a city street with market vendors and children being pushed in strollers with a large cathedral in the background. || the strollers are moving.
contradiction || contradiction || the coaching official and football player are talking in front a crowd and other team members. || nobody is talking
entailment || entailment || the coaching official and football player are talking in front a crowd and other team members. || people talking
neutral || neutral || the coaching official and football player are talking in front a crowd and other team members. || tall people talking
entailment || entailment || two humans looking out in the distance from a hill. || two people are outdoors.
contradiction || contradiction || two humans looking out in the distance from a hill. || two people are rolling down the hill.
neutral || neutral || two humans looking out in the distance from a hill. || two people pause to overlook the beautiful veiw before resuming their hike.
entailment || entailment || a young girl in a black leotard swinging on the lower wrong of a pair of parallel bars in a gym while a young man spots her. || the young girl is wearing a black leotard
entailment || contradiction || a young girl in a black leotard swinging on the lower wrong of a pair of parallel bars in a gym while a young man spots her. || the young girl is wearing a white leotard
contradiction || entailment || a black man in white shorts and a white man in black shorts boxing. || two men boxing.
neutral || contradiction || a black man in white shorts and a white man in black shorts boxing. || two men sit and enjoy lunch together.
neutral || neutral || a black man in white shorts and a white man in black shorts boxing. || one man pounds another as they box.
neutral || contradiction || a man holds two children in his arms. || a man with his two children running in front of him.
neutral || neutral || a man holds two children in his arms. || a man poses for a photograph with his two grandchildren.
entailment || entailment || a man holds two children in his arms. || three humans together.
entailment || contradiction || a man is holding an accordion while leaning against a brown fence that overlooks some water. || a woman leans against a fence
entailment || entailment || a man is holding an accordion while leaning against a brown fence that overlooks some water. || a man leans against a fence
entailment || neutral || a man is holding an accordion while leaning against a brown fence that overlooks some water. || an accordion player leans against his fence
contradiction || contradiction || several women in headscarves are standing in a cobbled courtyard. || several women jump in a pool and splash each other.
entailment || entailment || several women in headscarves are standing in a cobbled courtyard. || women wearing headscarves stand in a cobbled courtyard.
entailment || neutral || several women in headscarves are standing in a cobbled courtyard. || several women wearing headscarves stand and talk to each other in a cobbled courtyard.
contradiction || contradiction || two young children wearing wool caps and mitten covering their mouths while whispering to each other. || the children are yelling loudly.
contradiction || entailment || two young children wearing wool caps and mitten covering their mouths while whispering to each other. || two young children are whispering to each other.
neutral || neutral || two young children wearing wool caps and mitten covering their mouths while whispering to each other. || they are whispering about their day.
contradiction || contradiction || a man in a black t-shirt and jeans in standing on the sidewalk looking at the camera as people walk by. || there is a man running through a green field.
neutral || neutral || a man in a black t-shirt and jeans in standing on the sidewalk looking at the camera as people walk by. || the man is wearing designer fashions during a photoshoot.
entailment || entailment || a man in a black t-shirt and jeans in standing on the sidewalk looking at the camera as people walk by. || there is a man in black outside on a busy sidewalk.
contradiction || contradiction || a girl wearing black is riding a giant unicycle on the beach. || the woman is naked
neutral || neutral || a girl wearing black is riding a giant unicycle on the beach. || the beach is cold
entailment || entailment || a girl wearing black is riding a giant unicycle on the beach. || the girl has clothes on
contradiction || entailment || a short-haired man in a dark camouflage jacket plays the saxophone on a street corner while people look on in the background. || a man plays a saxophone
neutral || neutral || a short-haired man in a dark camouflage jacket plays the saxophone on a street corner while people look on in the background. || a man performs on the street for tips
contradiction || contradiction || a short-haired man in a dark camouflage jacket plays the saxophone on a street corner while people look on in the background. || a man is eating a sandwich
neutral || contradiction || a large man is sitting in front of a fountain statue while talking on a phone. || the man is in the fountain.
entailment || neutral || a large man is sitting in front of a fountain statue while talking on a phone. || the fountain has running water.
neutral || entailment || a large man is sitting in front of a fountain statue while talking on a phone. || the man is talking to someone.
neutral || contradiction || two women are tending to their herd of animals including cows and goats near a building made primarily of stone. || the women are next to a big elementary school
entailment || entailment || two women are tending to their herd of animals including cows and goats near a building made primarily of stone. || the two women are taking care of a herd of animals
neutral || neutral || two women are tending to their herd of animals including cows and goats near a building made primarily of stone. || the women are both farmers
contradiction || contradiction || a surfer showing off his talent in public using a man-made water machine. || a man is cutting the grass.
neutral || neutral || a surfer showing off his talent in public using a man-made water machine. || a surfer is in performing at a charity event.
entailment || entailment || a man is eating food next to a child on a bench. || man eating on a bench near a child.
entailment || contradiction || a man is eating food next to a child on a bench. || man eating child.
neutral || neutral || a man is eating food next to a child on a bench. || man eating his food while sitting with his daughter.
neutral || contradiction || a large african american man sitting on a camping chair. || the large black man is running a race
contradiction || entailment || a large african american man sitting on a camping chair. || the large black man is relaxing in the chair
neutral || neutral || a large african american man sitting on a camping chair. || the large black man is relaxing in the chair and waiting for a steak
contradiction || contradiction || a group of asian men are sitting or standing around a small square table. || some men are eating dinner around a large round table.
entailment || entailment || a group of asian men are sitting or standing around a small square table. || some men are gathered around a table.
neutral || neutral || a group of asian men are sitting or standing around a small square table. || some men are having a planning meeting in a room.
entailment || entailment || a young male wearing a white shirt with a character outlined very darkly. || a young male in a white shirt.
contradiction || contradiction || a young male wearing a white shirt with a character outlined very darkly. || a boy in a purple shirt.
neutral || neutral || a young male wearing a white shirt with a character outlined very darkly. || a blonde boy in a white shirt.
contradiction || contradiction || a man and a woman walk at a flea market. || the man and women are at a high priced store.
neutral || neutral || a man and a woman walk at a flea market. || the deals can be found at flea markets.
neutral || neutral || a man and a woman walk at a flea market. || the couple are shopping for deals.
contradiction || contradiction || a group of people, including one man carrying a silver tripod, stand in front of a large building featuring numerous columns. || gerbils chat on gruveo.
entailment || entailment || a group of people, including one man carrying a silver tripod, stand in front of a large building featuring numerous columns. || people are standing.
neutral || neutral || a group of people, including one man carrying a silver tripod, stand in front of a large building featuring numerous columns. || the building is historical.
entailment || neutral || eight tourists stand at a railing looking at an attraction. || the tourists stood at the railing looking down at the city
neutral || neutral || eight tourists stand at a railing looking at an attraction. || the tourists were on a bus tour
neutral || entailment || eight tourists stand at a railing looking at an attraction. || the attraction drew the attention of the tourists
contradiction || contradiction || a group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right. || the group is eating lunch at a small cafe.
neutral || neutral || a group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right. || the group is taking a tour.
contradiction || entailment || a group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right. || the woman is walking away from the group.
contradiction || contradiction || man balding with a mustache and semi beard standing wearing a psychedelic button shirt playing the guitar as he sings. || the man has no vocal cords.
neutral || neutral || man balding with a mustache and semi beard standing wearing a psychedelic button shirt playing the guitar as he sings. || the man loves to play music for people.
neutral || entailment || man balding with a mustache and semi beard standing wearing a psychedelic button shirt playing the guitar as he sings. || the man knows how to play the guitar.
entailment || entailment || little boy peering into a glass display case. || a boy looks in a case
neutral || neutral || little boy peering into a glass display case. || a trophy is in the case
entailment || contradiction || little boy peering into a glass display case. || a girl is walking
entailment || entailment || a man walks into a transportation station and two officers in neon jackets stand guard. || this is a transportation station
neutral || contradiction || a man walks into a transportation station and two officers in neon jackets stand guard. || the man is at a school
neutral || neutral || a man walks into a transportation station and two officers in neon jackets stand guard. || the guards are watching a suspicious man
entailment || contradiction || children play in the sand surrounded by a sand structure with a lot of window like openings. || the children are playing in an amusement park.
contradiction || entailment || children play in the sand surrounded by a sand structure with a lot of window like openings. || the children are playing in the sand.
neutral || neutral || children play in the sand surrounded by a sand structure with a lot of window like openings. || the children playing in the sand all know each other.
neutral || neutral || four small children playing in the courtyard of a large building made out of clay or sand. || four children who live in a large building are in the courtyard playing.
entailment || entailment || four small children playing in the courtyard of a large building made out of clay or sand. || four children are outdoors playing.
contradiction || contradiction || four small children playing in the courtyard of a large building made out of clay or sand. || for small children are playing in the sand on a deserted beach.
entailment || entailment || a black and brown dog is jumping on blocks of concrete in the water. || the dog is jumping.
neutral || neutral || a black and brown dog is jumping on blocks of concrete in the water. || the dog wants to play.
contradiction || contradiction || a black and brown dog is jumping on blocks of concrete in the water. || the dog is sleeping.
contradiction || neutral || a man squatting in a park looking at something in the distance. || a man is watching his son playing on the swingset.
contradiction || contradiction || a man squatting in a park looking at something in the distance. || a man is swimming in the ocean.
neutral || entailment || a man squatting in a park looking at something in the distance. || a man sees something while in a park.
contradiction || neutral || a snowboarder with a maroon coat sails through the air. || the snowboarder has never tried this jump before.
entailment || entailment || a snowboarder with a maroon coat sails through the air. || a person is snowboarding.
contradiction || contradiction || a snowboarder with a maroon coat sails through the air. || the snowboarder is naked.
entailment || contradiction || a man is in front of a dryer in a laundromat with both hands reaching into a bin or basket. || a woman reaches into a basket at a store
neutral || entailment || a man is in front of a dryer in a laundromat with both hands reaching into a bin or basket. || a man reaches into his laundry basket at the laundromat
entailment || entailment || a man is in front of a dryer in a laundromat with both hands reaching into a bin or basket. || a man reaches into a basket at a laundromat
contradiction || entailment || there's a woman in a pink and gray striped outfit standing with five children, three of which are making faces. || the woman is standing
contradiction || contradiction || there's a woman in a pink and gray striped outfit standing with five children, three of which are making faces. || the dog is eating dinner
neutral || neutral || there's a woman in a pink and gray striped outfit standing with five children, three of which are making faces. || the family is trying to take a family picture
neutral || contradiction || an emergency worker directs a man pulling a sled with emergency equipment on a snowy path. || an emergency worker is at the beach.
neutral || neutral || an emergency worker directs a man pulling a sled with emergency equipment on a snowy path. || an emergency worker works at a crash scene.
entailment || entailment || an emergency worker directs a man pulling a sled with emergency equipment on a snowy path. || an emergency worker helps outdoors.
entailment || neutral || the young girl is swinging on a swing, and her hair is flying out behind her. || a girl is playing outside on a swing.
contradiction || contradiction || the young girl is swinging on a swing, and her hair is flying out behind her. || a girl is sleeping in bed.
neutral || neutral || the young girl is swinging on a swing, and her hair is flying out behind her. || the girl is swinging at the park.
entailment || entailment || a man dressed in a red shirt and black tie stands up at a wedding reception to make a speech. || a guy in a red top and tie makes a speech
neutral || neutral || a man dressed in a red shirt and black tie stands up at a wedding reception to make a speech. || a drunk talks loudly at a wedding
entailment || contradiction || a man dressed in a red shirt and black tie stands up at a wedding reception to make a speech. || a man sits shyly near a bride
entailment || entailment || a woman in black walks down the street in front of a graffited wall. || a lady walks down the street.
neutral || contradiction || a woman in black walks down the street in front of a graffited wall. || a young woman is standing and staring at a painted mural.
neutral || neutral || a woman in black walks down the street in front of a graffited wall. || a woman walks past a wall of graffiti on her way to the bookstore.
contradiction || neutral || a man with a half mask over his face is holding a toy helicopter in his left hand and a controller in is his right hand. || the helicopter is black.
contradiction || contradiction || a man with a half mask over his face is holding a toy helicopter in his left hand and a controller in is his right hand. || the man has nothing on his face.
entailment || entailment || a man with a half mask over his face is holding a toy helicopter in his left hand and a controller in is his right hand. || a person is holding two objects.
entailment || entailment || a man in a striped shirt standing behind a large pile of fruits. || a man stands near some fruit
contradiction || neutral || a man in a striped shirt standing behind a large pile of fruits. || a man takes a picture of the pile of fruits
contradiction || neutral || a man in a striped shirt standing behind a large pile of fruits. || a man stands in front of a small banana pile
neutral || neutral || a woman wearing a black dress and green sweater is walking down the street looking at her cellphone. || a woman is looking at a text on her cell phone.
neutral || contradiction || a woman wearing a black dress and green sweater is walking down the street looking at her cellphone. || a woman has her cell phone up to her ear.
entailment || entailment || a woman wearing a black dress and green sweater is walking down the street looking at her cellphone. || a woman is holding her cell phone.
entailment || neutral || a person attempts to rope a black cow while riding a horse. || the person is riding a brown horse.
entailment || contradiction || a person attempts to rope a black cow while riding a horse. || the person is on a camel.
entailment || entailment || a person attempts to rope a black cow while riding a horse. || the person is on a horse.
contradiction || contradiction || a group of people watching a boy getting interviewed by a man. || a group of people are sleeping on pluto.
neutral || neutral || a group of people watching a boy getting interviewed by a man. || a group of people listen carefully to a boy being interviewed.
entailment || entailment || a group of people watching a boy getting interviewed by a man. || a group of people are watching a boy and and interviewer.
entailment || entailment || a man interviews a boy in a gathering of people. || a man interviews a boy.
contradiction || contradiction || a man interviews a boy in a gathering of people. || a man slaps a little boy in front of a gather of people.
neutral || neutral || a man interviews a boy in a gathering of people. || a man interviews a child about his view on terrorism and barney.
entailment || entailment || two ladies one with her fingers in her pocket and the other with a drink in her hand at a party. || two people are at a party.
entailment || entailment || two ladies one with her fingers in her pocket and the other with a drink in her hand at a party. || some people are doing something.
neutral || contradiction || two ladies one with her fingers in her pocket and the other with a drink in her hand at a party. || birds are migrating to a new place.
neutral || neutral || a lady holding one dog while another dog is playing in the yard. || the two dogs belong to the lady.
entailment || entailment || a lady holding one dog while another dog is playing in the yard. || a lady has two dogs with her.
entailment || contradiction || a lady holding one dog while another dog is playing in the yard. || the lady has the two dogs inside.
entailment || contradiction || a child being watched while getting something out of a tank. || the tank is getting something out of the child.
