Test Accuracy : 0.5867
-----------------------------------------------------------
Predicted_Labels || Actual_Labels || Sentence1 || Sentence1
contradiction || contradiction || 'We are that, ma'am.' Harland said briskly. || Harland disagreed with her.
neutral || neutral || Check out what else is on display while you are here, as the museum regularly hosts special exhibitions. || The special exhibitions are particularly worth exploring.
entailment || contradiction || Anyway, th' Old Man'll stick him into bed here, an' I'll bet you Johnny ain't gonna ride out anywhere without an eye on him not for a good long while." || Johnny isn't worried about what he does now.
entailment || entailment || An additional notice of information collection for the Quote Rule was published in the Federal Register on September 12, 1996. || Additional notice of information collection was published.
entailment || neutral || Vrenna? asked San'doro. || San'doro accused Vrenna of something.
neutral || neutral || uh good  i'm glad to hear that || Very good, I'm glad to hear that you got the job.
contradiction || contradiction || You might think they have nothing left to say. || You would think they have much more to say.
entailment || contradiction || There's a garrison out to the Mesa camp. || A single pig was sent over to Mesa camp.
neutral || neutral || yeah the uh the thing that's kind of interesting uh about this my sons in the Air Force || My son is with the Air Force because he wanted to fly planes.
contradiction || contradiction || Egypt was reduced to a provincial status in the Empire, as it was ruled first from Rome and subsequently from Constantinople. || Egypt overthrew the Empire and destroyed Rome.
neutral || neutral || Syracuse's original settlement was the port island of Ortigia, joined by causeway to the mainland. || Syracuse originally started on Ortigia and expanded over the next hundred years.
contradiction || entailment || you know and uh we we pretty much proved our worth in combat as it were and || We've already proven ourselves in combat, you know that.
entailment || neutral || They wouldn't do it with just any woman. || They couldn't talk to most women.
contradiction || contradiction || The Post , too scrupulous to say whether Bauer had done anything wrong or even whether the perception that he might have done so would hurt him politically, found one political scientist who warned that Bauer could be fatally wounded, in political terms, by the dispute and another who said Bauer could help himself by saying, 'I wish I wouldn't have put myself in this kind of situation, I'm sorry and I apologize. || Bauer is clearly free of any guilt, blame or association.
neutral || entailment || Another AP item in the Post reports that at her weekly news conference, Janet Reno admitted she has become so confused over the computer system in her office that she has forsaken it for paper and pencil. || Janet Reno confessed during a weekly news conference that she's abandoned the office computer system in favor of using a pencil and paper.
entailment || entailment || This captivating building was the confraternity guildhall of the wealthy schiavoni merchants who commissioned Vittore Carpaccio (whose parents belonged to the community) to decorate their hall. || This hall was used by merchants who hired decorators to spruce it up/
entailment || neutral || Say, Miss Tuppence, you're looking mighty pale!" || She saw something very frightening. 
neutral || neutral || We cannot adjust for all benefits transfer considerations, however, thus introducing additional uncertainty into our estimates. || This is due to unknown fees with transferring benefits. 
entailment || neutral || yeah well i'll tell you it's interesting because when we cook here i'm of Italian descent my husband is Chinese || We cook a sort of ginger and scallion pasta dish.
entailment || neutral || One possibility would be to allow a portion of any profit to be used for performance bonuses to management, but there would be reason for concern if high and persistent profits resulted. || Bonuses to management will see a rise in the performance.
entailment || entailment || Since Bork, partisan interest groups and grandstanding senators have freely challenged even obscure nominees. || They have been challenging even obscure nominees ever since Bork.
entailment || entailment || Oh no, monsieur. || Not at all, sir.
entailment || contradiction || At the end of the place ' in the Grande Rue ' a splendid Renaissance doorway is all that remains of the former glory of the old ducal palace. || A beautiful carved oak doorway sits at the end of the place 'in the Grande Rue'.
neutral || contradiction || The rider drew a wicked serrated blade but his horse collapsed and San'doro ripped him open with a violent backward tug on his left dagger. || The man dodged the attack by San'doro
neutral || neutral || Manufacturing is largely in the United States, Europe, and Japan, and the worldwide capacity is used to support worldwide sales. || Auto manufacturing is mostly done in the US, Europe, and Japan.
contradiction || contradiction || At this statewide training event, we joined a panel that addressed how legal services programs and equal justice communities can effectively recruit and retain a diverse work force, among other critical diversity activities. || We didn't partake in the panel.
entailment || contradiction || Caterpillar improves the product's reliability during development by testing prototypes, uncovering failures, and incorporating design changes. || Caterpillar imrpoves the product's functionality by improving product development plans.
contradiction || contradiction || i think i think that has helped a little bit i don't know || I think that has had no effect at all.
entailment || contradiction || establishing a program for reviewing the adequacy of individual agency || Establish a program that reviews the quality of food. 
neutral || neutral || 'Mommy, is that Benjamin Franklin?' || The child asked if that was Franklin sitting at the table.
contradiction || contradiction || Look out as well for a giraffe, which indicates the Indian west coast's early contact with Africa. || The giraffe doesn't indicate the Indian west coast's early contact with Africa.
entailment || entailment || One of the site's first users and enthusiasts was Ramona Kestowicz from the popular girl band Fluffysteron. || Ramona was one of the first users of the site and had a band. 
entailment || neutral || no i don't the the crime is not any better or any worse i mean it's || The crime is good, it does not need to change. 
neutral || neutral || Such a simple tabulation can draw the evaluator's attention to events that may be significant or to informal networks and give a sense of actual (as contrasted to on-paper) organizational relationships. || This simple tabulation can also predict future events and patterns with relative accuracy.
entailment || neutral || Therefore, an SCR retrofit project may require relocation of equipment in the boiler area. || The project will affect the boiler area.
neutral || neutral || yeah yeah you can't stop them and once they're here to some extent we support them || We've tried to stop them, but once they make it here we've got no choice but to give them some support.
entailment || entailment || Hanson could see Sather Karf and Sersa Garm waiting outside, together with less than a hundred other warlocks. || There were almost a hundred warlocks outside.
contradiction || neutral || The largest single contributor to Democrats is the American Trial Lawyers Association, which gave $1,747,725. || The American Trial Lawyers Association never supports republicans.
neutral || neutral || Other people get this. || Other people understand everything.
entailment || entailment || Me...were th' Old Man poundin' th' hills flat lookin' for me, I'd crawl th' nearest bronc an' make myself as scarce as a snake's two ears."Nye shrugged. || I would make myself scarce if the old man were looking for me.
neutral || entailment || She said that such collaboration has contributed to the success of domestic violence screening across the country. || Domestic violence screening has become more successful nation-wide as a result of proper collaboration.
contradiction || contradiction || Red rose to his feet; an elaborate attitude of boredom all about him. || Red laid down and took a nap.
entailment || entailment || In other words, using makeup is as complicated an act as it has ever been. || Makeup has a great deal of social meaning.
neutral || entailment || 'That's your project.' || The project was mine.
entailment || entailment || The Civil Service Commission, now the Office of Personnel Management (OPM), joined JFMIP in 1966. || A commission now known as the Office of Personnel Management joined JFMIP in 1966.
entailment || entailment || to surmise to surmise it is there || It's there to surmise.
entailment || entailment || That big black steam guard looked so ostentatiously foolproof that I feared it would be clumsy, like a bicycle with training wheels. || A bicycle with training wheels is safe but unwieldy to operate.
entailment || neutral || Champagne-Ardennes || A place
entailment || contradiction || According to psychologist David Keirsey, you are one of Plato's four types, you were born that way, you will always be that way, and you can find out which one you are by taking the temperament sorter quiz on his Web site. || You were born one of Plato's four types, but it's constantly changing over your lifetime. 
contradiction || neutral || Glimpses into his character do not add up to a full motivation for Bunt's aimlessness (Thomas Keneally, the New York Times Book Review ). || Bunt is aimless and needd to be motivated.
entailment || entailment || I took a couple of deep breaths. || I breathed in deeply.
entailment || entailment || yeah but i think it it's changing now yeah so i so we do know what okra is i wouldn't have known what it was when i was a teenager though || Now it's changing, I guess
entailment || contradiction || The coastline north and south of Myrina has some fine stretches of sandy beach, and there is a small resort at Akti Myrina. || Akti Myrina is located on the northern side of Myrina.
neutral || neutral || Exchange transactions-- gains and losses || This exchange transactions pamphlet will teach you about gains and losses.
neutral || neutral || Examining the elements of the definition also may help make this distinction clear. || Examining the elements of the definition and considering the context may also help make this distinction clear.
neutral || contradiction || at about a hundred dollars you got to have uh six inch set of calipers at anywhere from sixty to a hundred twenty dollars you got to have a zero to one for sixty dollars uh one to two inch micrometer for sixty dollars a two to three for eighty dollars a three to four for eighty dollars || You get a six inch set of calipers for over $3000, so you shoul dbe careful not to loes them.
neutral || entailment || His lucky use of it had gained him admission. || His use of it resulted in his admission.
neutral || entailment || and um hopefully to understand that everyone is not as in as fortunate || some of them have it worse off than others
neutral || neutral || Cete d'Azur || Cete d'Azur is painted red.
entailment || contradiction || James Surowiecki  Actually, I was responding to Kazin's cultural critique and not whatever economic report he did or did not make. || I was talking about Kazin's economic report and not to his cultural critique.
neutral || entailment || The unconstrained distributed lag model coefficient estimate is 0.0012818 and the single-lag model coefficient estimate is 0.0006479. || The single-lag model coefficient estimate is 0.0006479.
contradiction || contradiction || Don't forget to take a supply of water and wear sturdy footwear. || You won't need water or shoes, they will be found on the way. 
neutral || neutral || And for stark contrasts ' of climate, countryside, cuisine, and temperament ' combine the capital with Provence or Corsica. || While they aren't very interesting places, combine the capital with Provence or Corsica to the contrast between them as places.
contradiction || contradiction || Shearling fleece looks more like sheep's wool, with a pebbly texture. || Shearling fleece doesn't look like sheep's wool at all.
entailment || entailment || Red frowned. || Red frowned.
entailment || entailment || You have tied him up well, hein?  || Did you tie him up well?
entailment || entailment || because it is a matter of of losing your job if you get caught say a second time || You can lose your job if you get caught again.
contradiction || contradiction || Just feel light. || Feeling light is definitely not the goal.
contradiction || contradiction || The Portuguese also sailed down the west coast of Africa, going beyond Cape Bojador in 1434, a feat theretofore considered to be impossible. || The Portuguese failed to sail down the west coast of Africa beyond Cape Bojador. 
neutral || contradiction || There are a few other sights to see the main attractions are the golden-sand beaches at Altinkum and Il??ca, and the hot springs. || The beaches at Altinkum are white as snow.
entailment || entailment || A lovely limited-menu cafe behind the garden and a new gift shop were added in 2000. || In 2000, a lovely cafe and gift shop were added. 
entailment || entailment || yeah the Texas Rangers they they lost i think || I think that the Texas Rangers lost.
contradiction || contradiction || Care Corporation and the Franklin C. Fetter Family || Franklin C. Fetter Family and the uncaring corporation.
contradiction || contradiction || As Krugman notes, one reason for this was technical, not ideological. || Krugman did not note anything.
entailment || neutral || This award means a great deal to me, Kilgore said, pointing to others so honored.  || Kilgore got an award for his pro-bono work.
contradiction || neutral || The little man had let me in at the crack of dawn. || It was my first day of work.
contradiction || contradiction ||  Ser Perth stood up and motioned for Dave to follow. || Ser Perth collapsed onto the bed and took a nap while Dave completed the quest.
contradiction || contradiction || Julius my own cousin!" || Julius is not related to me in any way.
neutral || entailment || It says the point of this odyssey isn't revenge but regret--for irredeemably blown chances and a tragic waste of love. || The point of the trip was regret of wasted love.
contradiction || contradiction || He added that the literature shows client outcomes and cost-benefits are improved by either research follow-up or a brief monitoring phone call. || The literature shows that client outcomes are always made worse.
entailment || contradiction || Do with us then what you like. || Do what we tell you to do.
entailment || entailment || George Heriot was banker, goldsmith, and jeweler to James IV. || Heriot was a jeweler.
contradiction || neutral || about Mexico and and uh some of the other areas but with the Persian Gulf as you said it's just uh been very quiet i i keep pretty close tabs on the paper and you don't hardly see a unless it's there and we're just not seeing it || I'm still expecting a conflict to flare up soon.
contradiction || contradiction || The day gave them time to practice. || They had no time to practice. 
entailment || entailment || The Loire is the longest river in France ' flowing an impressive 1,010 km (630 miles) from its source in the Vivarais mountains south of Saint-Etienne to its estuary west of Nantes ' but the region of the most interesting chateaux, from Chambord to Angers, covers barely a fifth of that distance. || The most interesting chateaux are located within a range of about 125 miles.
entailment || entailment || but uh but i i'd just love to be able to go to a party or something and sit down at the piano and bang out music || I want to learn how to play the piano.
contradiction || contradiction || be caddy because um i have a very severe perceptual problem and uh i tried it a few time but uh i can't get you you have to make it down to the hole || I don't have to get to the hole.
neutral || neutral || Monitoring focuses on the assessment of the quality of performance over time and on the prompt resolution of problems identified either through separate program evaluations or audits. || Audits are effective at identifying problems that can be resolved by management.
contradiction || contradiction || The zoo lies on a hillside, with visitors needing to climb some inclines to the upper enclosures (wheelchairs and strollers are available). || The land the zoo lies on is perfectly flat, allowing for easy accessibility.
contradiction || contradiction || She was becoming hysterical. || She kept a calm demeanor.
entailment || neutral || I was fearfully keen about the war, and just dying to help somehow or other. || I was waiting for a chance to help victims of the war as a medical doctor.
contradiction || contradiction || NHTSA afforded interested persons the opportunity to comment on the proposed rule. || The proposed rule was not open for comment.
neutral || entailment || Only a well-armed and convoyed set of wagons with a highly experienced and competent master could dare travel the Apache-infested trails these days. || Only a top level wagon could travel these trails.
contradiction || contradiction || Hillary must energize blacks and Hispanics without alienating white ethnic suburbanites who favor Giuliani. || Hilary doesn't need to get support from minorities. 
neutral || neutral || Tours of the ranch house reveal some of Rogers' eccentricities, namely a porch swing in the living room and a raised ceiling that allowed him to practice rope tricks indoors. || Th Ranch house also has a huge indoor barbecue pit.
contradiction || contradiction || If the tide is out, walk down to the base of the shrine to appreciate its massive scale. || The shrine's massive scale can only be appreciated from the air above.
entailment || neutral || First, one-stop shopping will make access to legal aid and our nation's system of justice easier for Utahns. || Utahns will be able to get legal aid more quickly than before.
neutral || entailment || More innovative control technologies and compliance alternatives requiring fewer resources than those considered for this study are likely to be developed with the implementation of the Clear Skies Act. || The Clear Skies Act is likely to lead to control technologies that are more innovative.
neutral || neutral || Current Account Adjustments in Industrial Nations. || The adjustments were made to benefit employees.
entailment || entailment || Tommy felt cold waves of despair pass over him. || Tommy felt a negative emotion wash over him.
contradiction || neutral || That was pure chance.  || We would have never guessed that would happen.
entailment || neutral || um-hum i suppose that is a valuable service that again not having uh lived through another war i don't know if that's a common thing that people thought of or if that was || I can see the value that service could have for refugees. 
entailment || neutral ||  Partnerships and coalitions can help senior executives work collaboratively with their customers to ensure that the organization takes into account their multiple interests and achieves results. || Executives and customers can learn more about each other with partnerships and coalitions.
entailment || contradiction || And I personally believe that the quality and effectiveness of advocacy also has improved over the last four years. || The quality and effectiveness of advocacy have been rotting for the past four years.
neutral || entailment || A reality in that America's courts are open to everyone, and even the least powerful can seek justice, against the mightiest opponents. || American courts are open to everyone.
neutral || neutral || To the west is the cypress-wood Seiryoden (the Serene and Cool Chamber ), the emperor's private chapel, serene and cool indeed in vermilion, white, and black. || The emperor's chapel has the most amazing stained glass.
neutral || neutral || yeah i think that sounds great || I like the way you're talking.
contradiction || contradiction || You go down and get your time, and they hand you your draft notice. || You do nothing, the draft notice will fall out of the sky.
neutral || contradiction || Participants referred to a landmark study on financial reporting by the Jenkins Committee4 as evidence that little has changed. || Participants felt that everything was different, citing the study as evidence.
entailment || entailment || Several con-artist schemes have emerged in academia. || Academia has dealt with some scams.
contradiction || contradiction || My reunion with the living would have to wait. || Nothing was going to stop me from having my reunion with the living right away.
entailment || contradiction || How can you remain affordable and still pay your rent? || How can you charge so much and still have business?
contradiction || contradiction || Napoleon III had Baron Haussmann transform this remnant of an old hunting forest along the lines of a London park. || Baron Haussmann never renovated this old hunting forest, and this is why it looks like ruins today.
entailment || entailment || ( Post defectors include Celestine Bohlen, Gwen Ifill, Julia Preston, Michael Specter, Patrick Tyler, Patti Cohen, and David Richards--who defected back. || Celestine Bohlen is one of the Post defectors.
entailment || entailment || Accounting for Liabilities of the Federal Government 9/30/96 6 -Accounting for Property, Plant, and Equipment 9/30/97 7 -Accounting for Revenue and Other Financing Sources and || Accounting for Property, Plan, and Equipment is the sixth publication on the list.
neutral || entailment || 618--so beloved of artists, architects, and the ordinary human eye. || The ordinary human eye, artists and architects all love it.
neutral || neutral || I can imagine a channel devoted to such productions. || The channel may exist soon.
contradiction || contradiction || Kerensky had refused to take a job in the first cabinet, but did in the second one when Muliukov became prime minister and Kerensky became minister of war. || Kerensky has never held a cabinet position.
contradiction || entailment || He was wrong and likely saved Adrin's life. || Adrin's life was saved.
entailment || entailment || Stop that! he ordered. || Stop that! He demanded. 
entailment || neutral || it's it's just like uh a high rise for elderly people and you know she does her own thing and everything but she has it's like a little apartment building and she has a tomato plant year round || It's for old people that need assistance.
neutral || entailment || Looking for census/polling data? || Trying to find poll or census results?
entailment || contradiction || And if his idea of good is forcing roles upon members of a couple, alimony for life, and community shunning of individuals whose marriages did not succeed, then Frum is really criticizing modern society, not just marriage. || Frum's view of marriage is normal and widely accepted by society. 
entailment || neutral || The second punishment would be doubled--2,000 lost Windows sales would mean 2,000 lost Internet Explorer sales, not 1,000. || Losing 2000 Windows sales would be devastating.
entailment || neutral || Men like Leon Battista Alberti, brilliant architect-mathematician-poet, brought about a new spirit of inquiry and scepticism. || An intelligent individual from the 1500's brought a new way to look at things.
entailment || entailment || okay talk about it but can't do anything about it uh okay || We can discuss it, but nothing can be done.
contradiction || entailment || So obvious that our children refuse to go places with him because his temper is always flaring. || His temper is all over the place and our children loathe it.
entailment || neutral || oh okay um-hum yeah those are pretty || oh okay those are new
contradiction || contradiction || um-hum um-hum could be yeah could be yeah that our little tabby cat is the only cat that i've ever seen or had that she absolutely hates to be picked up she would rather just do anything than be picked up more normally you you know you can pick up a cat occasionally anyway she just absolutely hates it i don't know if it's || Our cat loves to be picked up. 
contradiction || contradiction || And the mere mention of him scares you stiff!" || Mentioning his name doesn't bother you at all. 
entailment || entailment || Privatization means allowing individuals to invest for themselves all or part of what they and their employers put into Social Security. || The employers had two investment options
entailment || entailment || because every time i got through i went to Dallas Texas || in the past i went to Dallas in Texas after passing it
neutral || entailment || you're already approved to get i || You were previously approved for this
entailment || entailment || if you wanted to get ahead with the company well if you were a uh black female you were destined to be store manager in six to nine months if you were white male you're talking six years || The company gave special treatment to black women over white men.
entailment || contradiction || but um i don't know i mean what do you think we can uh i guess as individuals or as a group do about uh air pollution || There is a lot that we can do as individuals to mitigate air pollution.
entailment || entailment || The 8-hectare (20-acre) paradise is near Ashford, along the River Vartry. || Near Ashford, on the River Vartry, is a 20-acre paradise.
entailment || contradiction || Offshore, snorkellers are required, for safety reasons, to tow a marker buoy. || It is against the law to swim here.
contradiction || contradiction || Then he lost control with too much tension or fatigue and began getting a bunch of assorted junk, such as old 201-A tubes, a transit, a crystal vase and resistors. || He always maintained control no matter how much stress he experienced.
neutral || neutral || Appendix III Guidelines for Reviewing Case Study Reports || There is a resource with at most three appendices.
entailment || contradiction || Everything went black. || Everything turned purple. 
neutral || neutral || i'm on my turf if i want them there i'll call for them otherwise i don't want to know they exist || If I want them to be around I'll give them a call on their cellphones.
entailment || neutral ||  There are more than a dozen casinos in Cairo, mostly in the major hotels, and they attract a number of serious  high rollers.   || You have to be a member to join the casino's in Cairo hotels.
neutral || neutral || The assumptions embedded in each of these scenarios have the effect of progressively increasing market penetration of higher performance energy efficiency and energy supply technologies. || The market performance of energy supply technologies has been on the rise for decades.
contradiction || contradiction || you always have to have a ham or something on Easter || You should never serve ham on Easter.
entailment || entailment || Many shops are situated along a stretch of Colorado Avenue between 9th and 10th streets. || You can find a great deal of shops on Colorado Avenue near 9th and 10th streets.
entailment || entailment || A city of several different ages, Edinburgh has distinct districts that are all eminently walkable. || Edinburgh represents several ages.
contradiction || contradiction || uh-huh are you serious oh man || I know you're kidding so it's okay
neutral || neutral || 'Natalia,' I had to ask. || I had to ask Natalia if she had met the man.
entailment || entailment || His ideas were not made official until 1752, and it was another 14 years before plans were put into place for a competition to create a design for this new development, to be called the New Town. || His ideas weren't put into action until 1752.
entailment || contradiction || 'Why don't you tell me how you feel about...creativity in invention?' || I don't want to know how you feel about creativity in invention.
contradiction || neutral || There is no evidence against him, but he once explained to another neighbor how to make poisoned meatballs with a mixture of legal substances--organophosphates and others--that cause internal hemorrhaging, which was what killed Allegra. || The coroner ruled the death suspicious.
entailment || entailment || The commenters included wireless service providers, public safety organizations, equipment manufacturers and others. || Public safety organizations were among the commenters who were included.
contradiction || neutral || The reason men to put power above principle is because during human evolution, power led to sex. || Evolution influences our sexual behaviors.
neutral || neutral || the place she works with worked with before um worked out an arrangement with her where she can work at home || She does part-time work from home, but it helps pay the bills.
entailment || entailment || A twin plague of lice and fungus has attacked the undergraduate library at the University of California-San Diego. || The undergraduate library suffered through lice and fungus.
entailment || neutral || I say, miss, she's a-going! || She's running!
entailment || neutral || Because the pitcher stands tall, in full view, he cannot send a signal to the catcher as to what pitch will come next. || The pitcher can't hide his motions.
entailment || contradiction || They avoid the ideological options--an anarchic expressionism or traditional composition. || The like ideological thinking.
entailment || contradiction || Agricultural employers have consistently asserted that many U.S. workers did not want to work in seasonal agriculture or live in rural areas, and that crops would rot in the fields without foreign workers. || Agricultural employers have consistently denied claims that crops would rot without foreign workers. 
entailment || entailment || but i'm sure that's fun || I bet that is enjoyable.
contradiction || contradiction || The museum's 1974 addition was a re-creation of Villa dei Papiri, a Roman villa destroyed by the terrible eruption of Mount Vesuvi us in a.d. 79. || Villa dei Papiri was never destroyed.
entailment || neutral || And, in any case, it's the original I'm out after. || I'm out after the original version of the book.
contradiction || contradiction || well as far as like the the people over there he told them to uprising have a uprising you know and overtake Saddam so now that they're listening he's not helping them || The people over there have never been encouraged to start an uprising and overtake Saddam.
entailment || entailment || A Grand Staircase then led north to the most important official chambers within this wing, its sturdy painted colonnades typical of those found throughout the palace. || The palace had a big set of stairs.
entailment || entailment || Steel is the major hardware component for FGD systems and is used primarily for the absorber, ductwork, and supports. || Steel is the major component for FGD systems.
entailment || entailment || but uh some kind of a national service uh concept that might be geared around reducing that would be a i think would be a big step so || I think an excellent step would be some sort of national service aimed at reducing that.
neutral || neutral || There is a subtle sexism in  The female domestic tycoon is obliged to behave better than the guys. || The Female Domestic Tycoon is sexist because it says that men are better than women
entailment || neutral || Literary connections apart, the site has a certain splendour, affording as it does ravishing views over Formentera and out across the sea. || The forest and several rivers can be seen from the site.
neutral || entailment || And it's true that Gore is now doing the same to Bush. || Gore is doing the same thing to Bush now that he's in office.
contradiction || contradiction || The delicate walls of 13th-century stained glass (Paris's oldest) and harmonious proportions give it an ethereal quality in startling contrast to the ponderous palace surrounding it. || Its proportions are discordant and displeasing to the eye.
entailment || neutral || The basement of every large building in a one-mile radius is linked to form a modern commercial labyrinth. || You can go from one building to the next without every going outside. 
contradiction || contradiction || yeah is is fairly familiar the thing that i thought was interesting was that the critics apparently it's gonna win everything || I thought it was boring that the critics think it's gonna win everything.
entailment || entailment || The third prong would include supplemental information on key value and risk elements affecting the company. || There is a proposed diagram or chart that includes information regarding risk elements.
neutral || entailment || Who'd want to go back to the days when you couldn't even talk about condoms? || Would anyone go back to a time when speaking about condoms was forbidden?
entailment || neutral || He saw the shine of steel in their hands. || He noticed the gleam of steel in the warrior's hand.
entailment || entailment || Japp had taken out a handkerchief, and was gently dabbing his brow.  || He dabbed at his brow with a handkerchief.
contradiction || neutral || For example, users may accidentally disclose sensitive information to a large audience through electronic mail or introduce damaging viruses that are subsequently transmitted to the organizations entire network of computers. || Users are stupid when it comes to computers and spread viruses. 
entailment || neutral || If you like. 122 For a while they ran on under the trees in silence. || Yes. Then for quite some time they quickly made their way beneath the forest canopy without speaking at all.
contradiction || contradiction || Another technique for analyzing multisite case data is identifying events within each case study (meeting between Jones and Smith || Identifying events within each case study is not a technique for analyzing multisite case data.
entailment || neutral || Preservation Values for Visibility Protection at the National  Draft Final Report. || Protecting visible minorities is a priority in light of diversity initiatives.
entailment || entailment || Kamakura was falling apart. || Kamakura was collapsing.
entailment || contradiction || On the south side of Parnell Square are the Rotunda Hospital and the Gate Theatre. || The Rotunda Hospital is on the west end of Parnell Square.
entailment || entailment || oh that's great that really is good || That is great and really good.
entailment || entailment || What about some lunch with me?" || Want to have some lunch with me?
neutral || neutral || If any Sons of the Egg survived, they were quiet in their defeat. || The Sons of the Egg were silenced.
contradiction || contradiction || Smith promises, [T]his will be the beginning of a long fight with the 105 th Congress on this. || The Congress' fight with Smith will be quick and painless. 
contradiction || contradiction || I asked for their names. || I already knew their names.
neutral || entailment || White would already be on the train, lured by the promise of ambushing Lincoln. || White got on the train in hopes of getting Lincoln.
entailment || neutral || The question is not how to eliminate injustice--which is, as always, impossible--but how to minimize it. || The question is how to minimize injustice and prejudice.
contradiction || contradiction || 'Aw, come on, Jasie,' Derry grinned at me, moustache creasing upward. || Derry frowned at me.
neutral || entailment || This allows the carrier to place mail in the mailbox directly from the vehicle. || The mailman can place the package in the mailbox from their car.
contradiction || contradiction || Exceptions to the general prohibition of employees approving their own T&amp || Expectations are not set by the general populous. 
neutral || entailment || Inside he was older than most of the men Drew had known as old and cold as the desert rocks in nighttime. || Inward, he was an older man than most that Drew had ever known.
contradiction || neutral || Besides, complains New York 's Mark Stevens, there are more dresses on display than paintings. || Mark Stevens from New York is disappointed because he is an art critic but has seen mostly dresses so far.
entailment || contradiction || The resulting constant dollar value is that which would exist if prices had remained at the same average level as in the base period. || The resulting constant dollar value is different than what you would have expected if prices had stayed the same.
neutral || contradiction || But I'm not going to recant my first response. || I would like to take back what I said in my first response.
neutral || contradiction || The Postal Service has established the zones and the ZIP Codes that are now used by all carriers. || Sending packages was easier before the Postal Service established ZIP Codes and other mail zones.
contradiction || contradiction || got my first home computer but it it would be i think a dramatic a dramatic sense of loss on on some items || I wouldn't notice if I got rid of my computer.
neutral || neutral || From King's Cross. || The person was born in King's Cross.
neutral || neutral || The old man picked it up in his hand, petted it and carried it toward Dave. || The rabbit twitched but then lied still in the old man's hand.
contradiction || contradiction || Fiscal policy choices affect not only how much the government saves and invests but also affect how businesses and households save and invest. || Fiscal policies have absolutely no impact on government savings.
neutral || neutral || Squirrels are funny. || Squirrels are the funniest animals.
entailment || entailment || It does if you are trying to set any sort of policy priorities. || It is if you are trying to set policy priorities.
entailment || entailment || there there um no as a matter of fact the IBM right here or in Carey which is a little suburb of Raleigh just just hired one more human factors person doggone it if they'd just waited a little bit longer it could have been me || IBM actually just brought on someone new.
contradiction || entailment || But in the middle ground--entrepreneurial and analytical journalism--no institution can reasonably be expected to audit itself. || No institution should audit itself.
neutral || neutral || In addition, many workers are unaware that the retirement age for full Social Security benefits is gradually rising from age 65 to 67. || These workers will have to work until they die because benefits will come so late.  
neutral || neutral || Unfortunately for the GOP, the sophistication and delicacy of the ads is already being overwhelmed by the Democrats' simplification of them. || The GOP makes them seem more complex than they are.  
entailment || entailment || yeah it is i imagine || I image it is.
neutral || neutral || yes i do she was um at a private well i stayed off work with her for little over for of a year when she was born and then i || I stayed at home until I couldn't afford it anymore.
entailment || entailment || and then gave us a good idea back you know some good information back on whether or not we were going to achieve those goals and yeah or not or what we needed to do so that we could achieve them and money we could put in at what time || We had ideas that would be able to help us make our goals.
entailment || entailment || The test as to how similar the issue in two separate requests for assistance has to be before it is counted as one case has presented significant borderline problems, but there have been a large number of clear duplicates eliminated from the case reports. || The similarity test has borderline problems, however there are a good amount of duplicates eliminated.
neutral || neutral || Even with my father being a lawyer, it was tough. || It was tough for me because my father is a lawyer.
neutral || contradiction || With the retired population projected to swell after 2010, investment in new capital is an important way to raise the productivity of the slowly growing labor force. || The amount of retired people is expected to shrink greatly.
neutral || entailment || The most relevant information about heritage assets is their existence and condition. || Existence and condition of heritage assets is their most relevant information.
entailment || entailment || with Software Product Management Standards. || There are software product management standards.
contradiction || contradiction || but we watch it like every day but i like late night we don't watch uh what we do is we stay up until around one thirty and then they show the Twilight Zone at one thirty || I cannot stay up beyond midnight, even for shows I love.
contradiction || entailment || I'M NOT DEAD. || I'm alive.
neutral || neutral || An interesting feature is Anne de Bretagne's private oratory, built around 1500 and a masterpiece of Flamboyant Gothic style. || The private oratory was in gothic sytle because it has a lot of metal and stone.
neutral || contradiction || The story was weak and they all seemed to know it. || They had not idea the story they loved was flawed. 
entailment || contradiction || Those who feel no sense of crisis about late-modern life will nibble and scowl and drop the book with an impatient thump. || Those who feel no sense of crisis about late-modern life will thoroughly enjoy this book.
entailment || contradiction || In the meantime, the influential ideas of the French Revolution were spreading. || The French Revolution's ideas died with the end of the revolution.
neutral || contradiction || Ellison was not, by any means, the first black writer to explore these issues. || Ellison was exploring groundbreaking concepts no black writer had ever touched before.
contradiction || entailment || Central Crete is the market garden of the island with fertile valleys sitting between rocky mountain ranges. || The market garden, named Central Crete, the town sits in between the mountains.
contradiction || entailment || There was some kind of massive system failure. || There was a huge system failure.
contradiction || contradiction || But if you do, may you be blessed with the wiliness of a fox, the agility of a cat, and the creepy ingenuity of a defense secretary in concocting a dazzling non- It was nobody's fault. || May you not be blessed.
contradiction || neutral || The FCC published a Notice of Proposed Rulemaking (NPRM) in the Federal Register on January 26, 1996. || The FCC only publishes Notices of Proposed Rulemaking (NPRM)
neutral || neutral || you know whenever we he my husband has time off or something we take them to the zoo or we you know we we do everything we can possibly as a family || Our kids love to see the bunnies at the zoo.
entailment || neutral || On a quiet day you'll feel as if you have the world to yourself. || When it is quiet you'll feel as if you have the world to yourself.
